VERSIJA;ISTAIGA;ISTAIGOS_PAV;FIN_SALTINIS;PROGRAMA;PRG;FUNK_KLAS;FUNK_K;EKON_KLAS;SAMATA;AV;SKIRTA_BIUDZETO;PATEIKTA_PARAISKU;GAUTI_ASIGN;KASINES_ISLAIDOS
"2016 1/12 SAU";188710061;Administracija;01;16010101;16;01.01.01.09.;01;2.2.1.1.1.10.;1000002;188710061;965.42;1796.51;1796.51;1796.51
"2016 1/12 SAU";188710061;Administracija;01;16010101;16;01.01.01.09.;01;2.2.1.1.1.11.;1000002;188710061;3699.42;18934.69;18934.69;17609.17
"2016 1/12 SAU";188710061;Administracija;01;16010101;16;01.01.01.09.;01;2.2.1.1.1.15.;1000002;188710061;7.75;;;
"2016 1/12 SAU";188710061;Administracija;01;16010101;16;01.01.01.09.;01;2.2.1.1.1.16.;1000002;188710061;482.67;1485;1485;1485
"2016 1/12 SAU";188710061;Administracija;01;16010101;16;01.01.01.09.;01;2.2.1.1.1.30.Z.;1000002;188710061;40108.08;325942.35;325942.35;334843.92
"2016 1/12 SAU";188710061;Administracija;01;16010101;16;01.01.01.09.;01;2.2.1.1.1.5.;1000002;188710061;1908.33;6050.33;6050.33;5970.59
"2016 1/12 SAU";188710061;Administracija;01;16010101;16;01.01.01.09.;01;2.2.1.1.1.6.;1000002;188710061;2257.08;21042.8;21042.8;21042.8
"2016 1/12 SAU";188710061;Administracija;01;16010101;16;01.01.01.09.;01;2.2.1.1.1.8.;1000002;188710061;420.83;;;
"2016 1/12 SAU";188710061;Administracija;01;16010101;16;01.01.01.09.;01;2.7.3.1.1.1.;1000002;188710061;50;;;
"2016 1/12 SAU";188710061;Administracija;01;16010101;16;01.01.01.09.;01;3.1.1.3.1.2.;1000002;188710061;229.17;;;
"2016 1/12 SAU";188710061;Administracija;01;16010101;16;01.03.02.09.;01;2.1.1.1.1.1.;1000003;188710061;47240.92;545900;470900;452021.76
"2016 1/12 SAU";188710061;Administracija;01;16010101;16;01.03.02.09.;01;2.1.2.1.1.1.;1000003;188710061;18035.75;135093.68;135093.68;135093.68
"2016 1/12 SAU";188710061;Administracija;01;16010101;16;01.03.02.09.;01;2.2.1.1.1.10.;1000003;188710061;506.83;2778.39;2778.39;2778.39
"2016 1/12 SAU";188710061;Administracija;01;16010101;16;01.03.02.09.;01;2.2.1.1.1.11.;1000003;188710061;25;86.01;86.01;86.01
"2016 1/12 SAU";188710061;Administracija;01;16010101;16;01.03.02.09.;01;2.2.1.1.1.14.;1000003;188710061;141.92;18677.75;18677.75;18677.75
"2016 1/12 SAU";188710061;Administracija;01;16010101;16;01.03.02.09.;01;2.2.1.1.1.20.;1000003;188710061;6264.67;;;
"2016 1/12 SAU";188710061;Administracija;01;16010101;16;01.03.02.09.;01;2.2.1.1.1.30.E.;1000003;188710061;370.75;3155.09;3155.09;3155.09
"2016 1/12 SAU";188710061;Administracija;01;16010101;16;01.03.02.09.;01;2.2.1.1.1.30.K.;1000003;188710061;1583.42;13367;13367;13367
"2016 1/12 SAU";188710061;Administracija;01;16010101;16;01.03.02.09.;01;2.2.1.1.1.30.V.;1000003;188710061;3855.83;46260.64;43260.64;39735.91
"2016 1/12 SAU";188710061;Administracija;01;16010101;16;01.03.02.09.;01;2.2.1.1.1.5.;1000003;188710061;950;2799.69;2799.69;2799.69
"2016 1/12 SAU";188710061;Administracija;01;16010101;16;01.03.02.09.;01;2.2.1.1.1.6.;1000003;188710061;3531.42;33458.28;33458.28;33458.28
"2016 1/12 SAU";188710061;Administracija;01;16010101;16;01.03.02.09.;01;2.7.3.1.1.1.;1000003;188710061;125;450;450;450
"2016 1/12 SAU";188710061;Administracija;2M01;16020101;16;01.06.01.05.;01;2.1.1.1.1.1.;1000004;188710061;15408.92;147400;147400;146858.87
"2016 1/12 SAU";188710061;Administracija;2M01;16020101;16;01.06.01.05.;01;2.1.2.1.1.1.;1000004;188710061;4773.67;41152.96;41152.96;41152.96
"2016 1/12 SAU";188710061;Administracija;2M01;16020101;16;01.06.01.05.;01;2.2.1.1.1.10.;1000004;188710061;670.17;;;
"2016 1/12 SAU";188710061;Administracija;2M01;16020101;16;01.06.01.05.;01;2.2.1.1.1.20.;1000004;188710061;1599.83;;;
"2016 1/12 SAU";188710061;Administracija;2M01;16020101;16;01.06.01.05.;01;2.2.1.1.1.30.K.;1000004;188710061;28.17;280.2;280.2;280.2
"2016 1/12 SAU";188710061;Administracija;2M01;16020101;16;01.06.01.05.;01;2.2.1.1.1.5.;1000004;188710061;177.92;1197.81;1197.81;1197.81
"2016 1/12 SAU";188710061;Administracija;2M01;16020101;16;01.06.01.05.;01;2.7.3.1.1.1.;1000004;188710061;50;600;600;600
"2016 1/12 SAU";188710061;Administracija;2M04;16020102;16;01.06.01.13.;01;2.2.1.1.1.18.;1000005;188710061;175;;;
"2016 1/12 SAU";188710061;Administracija;2M04;16020102;16;01.06.01.13.;01;2.2.1.1.1.30.K.;1000005;188710061;141.67;;;
"2016 1/12 SAU";188710061;Administracija;2M04;16020102;16;01.06.01.13.;01;2.2.1.1.1.5.;1000005;188710061;83.33;;;
"2016 1/12 SAU";188710061;Administracija;2M03;16020103;16;01.06.01.08.;01;2.1.1.1.1.1.;1000006;188710061;162.75;1240;1240;1314.14
"2016 1/12 SAU";188710061;Administracija;2M03;16020103;16;01.06.01.08.;01;2.1.2.1.1.1.;1000006;188710061;50.42;382.2;382.2;382.2
"2016 1/12 SAU";188710061;Administracija;2M03;16020103;16;01.06.01.08.;01;2.2.1.1.1.18.;1000006;188710061;66.67;;;
"2016 1/12 SAU";188710061;Administracija;2M03;16020103;16;01.06.01.08.;01;2.2.1.1.1.30.K.;1000006;188710061;3.5;;;
"2016 1/12 SAU";188710061;Administracija;2M03;16020103;16;01.06.01.08.;01;2.2.1.1.1.5.;1000006;188710061;8.33;2.88;2.88;2.88
"2016 1/12 SAU";188710061;Administracija;2M14;16020115;16;01.06.01.11.;01;2.1.1.1.1.1.;1000007;188710061;2874.5;39600;36600;33833.68
"2016 1/12 SAU";188710061;Administracija;2M14;16020115;16;01.06.01.11.;01;2.1.2.1.1.1.;1000007;188710061;890.5;10112.9;10112.9;10112.9
"2016 1/12 SAU";188710061;Administracija;2M14;16020115;16;01.06.01.11.;01;2.2.1.1.1.10.;1000007;188710061;484.5;1363.68;1363.68;1363.68
"2016 1/12 SAU";188710061;Administracija;2M14;16020115;16;01.06.01.11.;01;2.2.1.1.1.30.K.;1000007;188710061;1316;13159.8;13159.8;13159.8
"2016 1/12 SAU";188710061;Administracija;2M14;16020115;16;01.06.01.11.;01;2.2.1.1.1.5.;1000007;188710061;24.17;846.04;846.04;846.04
"2016 1/12 SAU";188710061;Administracija;2M05;16020105;16;01.06.01.03.;01;2.1.1.1.1.1.;1000008;188710061;1602.58;17200;17200;16000.42
"2016 1/12 SAU";188710061;Administracija;2M05;16020105;16;01.06.01.03.;01;2.1.2.1.1.1.;1000008;188710061;496.5;4714.24;4714.24;4714.24
"2016 1/12 SAU";188710061;Administracija;2M05;16020105;16;01.06.01.03.;01;2.2.1.1.1.10.;1000008;188710061;43.83;;;
"2016 1/12 SAU";188710061;Administracija;2M05;16020105;16;01.06.01.03.;01;2.2.1.1.1.16.;1000008;188710061;11.75;;;
"2016 1/12 SAU";188710061;Administracija;2M05;16020105;16;01.06.01.03.;01;2.2.1.1.1.5.;1000008;188710061;12;36.26;36.26;36.26
"2016 1/12 SAU";188710061;Administracija;2M06;16020106;16;01.03.03.02.;01;2.1.1.1.1.1.;1000009;188710061;5445.17;55300;55300;46645.67
"2016 1/12 SAU";188710061;Administracija;2M06;16020106;16;01.03.03.02.;01;2.1.2.1.1.1.;1000009;188710061;1686.92;14279.07;14279.07;14279.07
"2016 1/12 SAU";188710061;Administracija;2M06;16020106;16;01.03.03.02.;01;2.2.1.1.1.10.;1000009;188710061;594.17;488.59;488.59;488.59
"2016 1/12 SAU";188710061;Administracija;2M06;16020106;16;01.03.03.02.;01;2.2.1.1.1.16.;1000009;188710061;10.17;388.9;388.9;388.9
"2016 1/12 SAU";188710061;Administracija;2M06;16020106;16;01.03.03.02.;01;2.2.1.1.1.20.;1000009;188710061;3373.08;;;
"2016 1/12 SAU";188710061;Administracija;2M06;16020106;16;01.03.03.02.;01;2.2.1.1.1.30.E.;1000009;188710061;123.83;1237.8;1237.8;1237.8
"2016 1/12 SAU";188710061;Administracija;2M06;16020106;16;01.03.03.02.;01;2.2.1.1.1.30.K.;1000009;188710061;325;3336.28;3336.28;3336.28
"2016 1/12 SAU";188710061;Administracija;2M06;16020106;16;01.03.03.02.;01;2.2.1.1.1.30.V.;1000009;188710061;520;5199.7;5199.7;5199.7
"2016 1/12 SAU";188710061;Administracija;2M06;16020106;16;01.03.03.02.;01;2.2.1.1.1.5.;1000009;188710061;233.33;1661.74;1661.74;1661.74
"2016 1/12 SAU";188710061;Administracija;01;16010101;16;01.01.01.09.;01;2.1.1.1.1.1.;1000010;188710061;47457.25;515900;515900;419672.47
"2016 1/12 SAU";188710061;Administracija;01;16010101;16;01.01.01.09.;01;2.1.2.1.1.1.;1000010;188710061;17902.5;126336.42;126336.42;126336.42
"2016 1/12 SAU";188710061;Administracija;01;16010101;16;01.01.01.09.;01;2.7.3.1.1.1.;1000010;188710061;250;;;
"2016 1/12 SAU";188710061;Administracija;01;16030105;16;01.06.01.11.;01;2.2.1.1.1.30.A.;1000012;188710061;6742.5;54403.17;54403.17;54403.17
"2016 1/12 SAU";188710061;Administracija;01;16040109;16;01.06.01.11.;01;2.2.1.1.1.30.B.;1000012;188710061;232.67;641.14;641.14;641.14
"2016 1/12 SAU";188710061;Administracija;01;16030101;16;01.06.01.11.;01;2.2.1.1.1.30.G.;1000012;188710061;1384.83;10183.73;10183.73;10183.73
"2016 1/12 SAU";188710061;Administracija;01;16030101;16;01.06.01.11.;01;2.2.1.1.1.30.H.;1000012;188710061;11561.58;25658.88;25658.88;25368.88
"2016 1/12 SAU";188710061;Administracija;01;16030105;16;01.06.01.11.;01;2.2.1.1.1.30.K.;1000012;188710061;1099.75;;;
"2016 1/12 SAU";188710061;Administracija;01;16030101;16;01.06.01.11.;01;2.2.1.1.1.30.M.;1000012;188710061;2123.42;18022.14;18022.14;18022.14
"2016 1/12 SAU";188710061;Administracija;01;16030102;16;01.06.01.11.;01;2.2.1.1.1.30.N.;1000012;188710061;26472.33;79889.39;79889.39;78889.1
"2016 1/12 SAU";188710061;Administracija;01;16030101;16;01.06.01.11.;01;2.2.1.1.1.30.S.;1000012;188710061;2271.83;10195.76;10195.76;10195.76
"2016 1/12 SAU";188710061;Administracija;01;16030101;16;01.06.01.11.;01;2.2.1.1.1.30.T.;1000012;188710061;1456.75;11955.89;11955.89;11955.89
"2016 1/12 SAU";188710061;Administracija;0273;02050501;02;04.01.02.01.;04;2.2.1.1.1.10.;1000014;188710061;755.42;;;
"2016 1/12 SAU";188710061;Administracija;0273;02050501;02;04.01.02.01.;04;2.2.1.1.1.30.K.;1000014;188710061;10791.5;176500;166100;150502.57
"2016 1/12 SAU";188710061;Administracija;2M09;16020111;16;01.06.01.12.;01;2.1.1.1.1.1.;1000017;188710061;3810.58;35400;35400;30601.64
"2016 1/12 SAU";188710061;Administracija;2M09;16020111;16;01.06.01.12.;01;2.1.2.1.1.1.;1000017;188710061;1176.75;9380.09;9380.09;9380.09
"2016 1/12 SAU";188710061;Administracija;2M09;16020111;16;01.06.01.12.;01;2.2.1.1.1.10.;1000017;188710061;3;154.47;154.47;154.47
"2016 1/12 SAU";188710061;Administracija;2M09;16020111;16;01.06.01.12.;01;2.2.1.1.1.30.K.;1000017;188710061;39.75;;;
"2016 1/12 SAU";188710061;Administracija;2M09;16020111;16;01.06.01.12.;01;2.2.1.1.1.5.;1000017;188710061;9.33;4.12;4.12;4.12
"2016 1/12 SAU";188710061;Administracija;21;16020120;16;01.06.01.11.;01;2.2.1.1.1.30.K.;1000020;188710061;140714.83;;;
"2016 1/12 SAU";188710061;Administracija;2M02;16020107;16;01.03.03.02.;01;2.1.1.1.1.1.;1000022;188710061;602.58;5200;5200;4866.4
"2016 1/12 SAU";188710061;Administracija;2M02;16020107;16;01.03.03.02.;01;2.1.2.1.1.1.;1000022;188710061;186.67;1356.46;1356.46;1356.46
"2016 1/12 SAU";188710061;Administracija;01;16010109;16;01.06.01.09.;01;2.2.1.1.1.16.;1000023;188710061;6501.67;13797.53;13797.53;13797.53
"2016 1/12 SAU";188710061;Administracija;01;16010109;16;01.06.01.09.;01;2.2.1.1.1.30.K.;1000023;188710061;48.33;;;
"2016 1/12 SAU";188710061;Administracija;01;16040110;16;01.06.01.01.;01;2.2.1.1.1.10.;1000024;188710061;1740;;;
"2016 1/12 SAU";188710061;Administracija;01;16040110;16;01.06.01.01.;01;2.2.1.1.1.30.K.;1000024;188710061;1808.92;;;
"2016 1/12 SAU";188710061;Administracija;2M10;16020110;16;04.02.01.05.;04;2.1.1.1.1.1.;1000025;188710061;783;13000;13000;13307.82
"2016 1/12 SAU";188710061;Administracija;2M10;16020110;16;04.02.01.05.;04;2.1.2.1.1.1.;1000025;188710061;242.58;3563.22;3563.22;3563.22
"2016 1/12 SAU";188710061;Administracija;2M10;16020110;16;04.02.01.05.;04;2.2.1.1.1.10.;1000025;188710061;937.92;7860.9;7860.9;7860.9
"2016 1/12 SAU";188710061;Administracija;2M10;16020110;16;04.02.01.05.;04;2.2.1.1.1.5.;1000025;188710061;18;96.02;96.02;96.02
"2016 1/12 SAU";188710061;Administracija;2M07;16020109;16;02.01.01.05.;02;2.1.1.1.1.1.;1000027;188710061;1115.17;13300;13300;9226.12
"2016 1/12 SAU";188710061;Administracija;2M07;16020109;16;02.01.01.05.;02;2.1.2.1.1.1.;1000027;188710061;345.25;2780.81;2780.81;2780.81
"2016 1/12 SAU";188710061;Administracija;2M07;16020109;16;02.01.01.05.;02;2.2.1.1.1.10.;1000027;188710061;133.33;42.36;42.36;42.36
"2016 1/12 SAU";188710061;Administracija;2M07;16020109;16;02.01.01.05.;02;2.2.1.1.1.16.;1000027;188710061;11.67;;;
"2016 1/12 SAU";188710061;Administracija;2M07;16020109;16;02.01.01.05.;02;2.2.1.1.1.30.K.;1000027;188710061;11.75;;;
"2016 1/12 SAU";188710061;Administracija;2M07;16020109;16;02.01.01.05.;02;2.2.1.1.1.5.;1000027;188710061;19.33;.21;.21;.21
"2016 1/12 SAU";188710061;Administracija;2M08;16020109;16;02.02.01.01.;02;2.1.1.1.1.1.;1000028;188710061;7718.25;81400;81400;75929.27
"2016 1/12 SAU";188710061;Administracija;2M08;16020109;16;02.02.01.01.;02;2.1.2.1.1.1.;1000028;188710061;2391.17;22486.68;22486.68;22486.68
"2016 1/12 SAU";188710061;Administracija;2M08;16020109;16;02.02.01.01.;02;2.2.1.1.1.10.;1000028;188710061;125;599.65;599.65;599.65
"2016 1/12 SAU";188710061;Administracija;2M08;16020109;16;02.02.01.01.;02;2.2.1.1.1.11.;1000028;188710061;4.83;366.13;366.13;366.13
"2016 1/12 SAU";188710061;Administracija;2M08;16020109;16;02.02.01.01.;02;2.2.1.1.1.16.;1000028;188710061;51.67;73.33;73.33;73.33
"2016 1/12 SAU";188710061;Administracija;2M08;16020109;16;02.02.01.01.;02;2.2.1.1.1.20.;1000028;188710061;568;;;
"2016 1/12 SAU";188710061;Administracija;2M08;16020109;16;02.02.01.01.;02;2.2.1.1.1.30.E.;1000028;188710061;12.67;126.2;126.2;126.2
"2016 1/12 SAU";188710061;Administracija;2M08;16020109;16;02.02.01.01.;02;2.2.1.1.1.30.K.;1000028;188710061;2427.08;750.04;750.04;750.04
"2016 1/12 SAU";188710061;Administracija;2M08;16020109;16;02.02.01.01.;02;2.2.1.1.1.30.V.;1000028;188710061;79.75;1182.19;1182.19;1182.19
"2016 1/12 SAU";188710061;Administracija;2M08;16020109;16;02.02.01.01.;02;2.2.1.1.1.5.;1000028;188710061;91.42;547.49;547.49;547.49
"2016 1/12 SAU";188710061;Administracija;2M08;16020109;16;02.02.01.01.;02;2.2.1.1.1.6.;1000028;188710061;145;1031.3;1031.3;1031.3
"2016 1/12 SAU";188710061;Administracija;2M08;16020109;16;02.02.01.01.;02;2.7.3.1.1.1.;1000028;188710061;25;300;300;300
"2016 1/12 SAU";188710061;Administracija;01;16020101;16;01.06.01.05.;01;2.1.1.1.1.1.;1000029;188710061;784.58;12100;12100;14514.12
"2016 1/12 SAU";188710061;Administracija;01;16020101;16;01.06.01.05.;01;2.1.2.1.1.1.;1000029;188710061;281.67;3380.96;3380.96;3380.96
"2016 1/12 SAU";188710061;Administracija;01;16020101;16;01.06.01.05.;01;2.2.1.1.1.10.;1000029;188710061;119.17;4772.6;4772.6;4772.6
"2016 1/12 SAU";188710061;Administracija;01;16020101;16;01.06.01.05.;01;2.2.1.1.1.20.;1000029;188710061;1311.5;;;
"2016 1/12 SAU";188710061;Administracija;01;16020101;16;01.06.01.05.;01;2.2.1.1.1.30.E.;1000029;188710061;144.58;113.58;113.58;113.58
"2016 1/12 SAU";188710061;Administracija;01;16020101;16;01.06.01.05.;01;2.2.1.1.1.30.K.;1000029;188710061;787;8531.31;8531.31;8515.51
"2016 1/12 SAU";188710061;Administracija;01;16020101;16;01.06.01.05.;01;2.2.1.1.1.30.V.;1000029;188710061;673.42;6734;6734;6734
"2016 1/12 SAU";188710061;Administracija;01;16020101;16;01.06.01.05.;01;2.2.1.1.1.5.;1000029;188710061;48.33;4.06;4.06;4.06
"2016 1/12 SAU";188710061;Administracija;2M15;16020116;16;01.03.03.02.;01;2.1.1.1.1.1.;1000030;188710061;36.83;;;
"2016 1/12 SAU";188710061;Administracija;2M15;16020116;16;01.03.03.02.;01;2.1.2.1.1.1.;1000030;188710061;11.42;;;
"2016 1/12 SAU";188710061;Administracija;01;16010102;16;01.03.02.09.;01;2.1.1.1.1.1.;1000031;188710061;86323;1163100;1063100;1007063.02
"2016 1/12 SAU";188710061;Administracija;01;16010102;16;01.03.02.09.;01;2.1.2.1.1.1.;1000031;188710061;32441.08;307943.63;307943.63;307868.22
"2016 1/12 SAU";188710061;Administracija;01;16010102;16;01.03.02.09.;01;2.2.1.1.1.10.;1000031;188710061;725;10026.02;10026.02;10026.02
"2016 1/12 SAU";188710061;Administracija;01;16010102;16;01.03.02.09.;01;2.2.1.1.1.11.;1000031;188710061;603.33;3473.82;406;406
"2016 1/12 SAU";188710061;Administracija;01;16010102;16;01.03.02.09.;01;2.2.1.1.1.30.K.;1000031;188710061;483.33;743.33;743.33;743.33
"2016 1/12 SAU";188710061;Administracija;01;16010102;16;01.03.02.09.;01;2.2.1.1.1.5.;1000031;188710061;725;2012.39;2012.39;2012.39
"2016 1/12 SAU";188710061;Administracija;01;16010102;16;01.03.02.09.;01;2.2.1.1.1.8.;1000031;188710061;62.75;;;
"2016 1/12 SAU";188710061;Administracija;01;16010102;16;01.03.02.09.;01;2.7.3.1.1.1.;1000031;188710061;200;450;450;450
"2016 1/12 SAU";188710061;Administracija;2M13;16020114;16;01.06.01.07.;01;2.1.1.1.1.1.;1000032;188710061;3732.67;;;
"2016 1/12 SAU";188710061;Administracija;2M13;16020114;16;01.06.01.07.;01;2.1.2.1.1.1.;1000032;188710061;1156.42;;;
"2016 1/12 SAU";188710061;Administracija;2M13;16020114;16;01.06.01.07.;01;2.2.1.1.1.10.;1000032;188710061;25;;;
"2016 1/12 SAU";188710061;Administracija;2M13;16020114;16;01.06.01.07.;01;2.2.1.1.1.16.;1000032;188710061;37.33;;;
"2016 1/12 SAU";188710061;Administracija;2M13;16020114;16;01.06.01.07.;01;2.2.1.1.1.30.K.;1000032;188710061;241.33;;;
"2016 1/12 SAU";188710061;Administracija;2M13;16020114;16;01.06.01.07.;01;2.2.1.1.1.5.;1000032;188710061;30;;;
"2016 1/12 SAU";188710061;Administracija;01;16010106;16;01.03.02.09.;01;2.1.1.1.1.1.;1000033;188710061;93460;911400;911400;829062.38
"2016 1/12 SAU";188710061;Administracija;01;16010106;16;01.03.02.09.;01;2.1.2.1.1.1.;1000033;188710061;35508.92;248633.49;248633.49;248633.47
"2016 1/12 SAU";188710061;Administracija;01;16010106;16;01.03.02.09.;01;2.2.1.1.1.10.;1000033;188710061;691.67;6178;6178;6178
"2016 1/12 SAU";188710061;Administracija;01;16010106;16;01.03.02.09.;01;2.2.1.1.1.11.;1000033;188710061;600;834.22;612.22;612.22
"2016 1/12 SAU";188710061;Administracija;01;16010106;16;01.03.02.09.;01;2.2.1.1.1.30.K.;1000033;188710061;583.33;3220.34;3220.34;3220.34
"2016 1/12 SAU";188710061;Administracija;01;16010106;16;01.03.02.09.;01;2.2.1.1.1.5.;1000033;188710061;782.42;2196.85;2196.85;2196.85
"2016 1/12 SAU";188710061;Administracija;01;16010106;16;01.03.02.09.;01;2.2.1.1.1.6.;1000033;188710061;433.33;2450.72;2450.72;2450.72
"2016 1/12 SAU";188710061;Administracija;01;16010106;16;01.03.02.09.;01;2.2.1.1.1.8.;1000033;188710061;19.33;;;
"2016 1/12 SAU";188710061;Administracija;01;16010106;16;01.03.02.09.;01;2.7.3.1.1.1.;1000033;188710061;100;300;300;300
"2016 1/12 SAU";188710061;Administracija;01;16010106;16;01.03.02.09.;01;3.1.1.3.1.2.;1000033;188710061;120.83;;;
"2016 1/12 SAU";188710061;Administracija;01;16010103;16;06.06.01.09.;06;2.1.1.1.1.1.;1000034;188710061;88588;1110000;1110000;1087733.34
"2016 1/12 SAU";188710061;Administracija;01;16010103;16;06.06.01.09.;06;2.1.2.1.1.1.;1000034;188710061;33243.92;313671.73;313671.73;313671.73
"2016 1/12 SAU";188710061;Administracija;01;16010103;16;06.06.01.09.;06;2.2.1.1.1.10.;1000034;188710061;568.83;3612.5;3612.5;3612.5
"2016 1/12 SAU";188710061;Administracija;01;16010103;16;06.06.01.09.;06;2.2.1.1.1.11.;1000034;188710061;725;4768.86;4768.86;4350.9
"2016 1/12 SAU";188710061;Administracija;01;16010103;16;06.06.01.09.;06;2.2.1.1.1.30.K.;1000034;188710061;816.67;8167.69;8167.69;8167.69
"2016 1/12 SAU";188710061;Administracija;01;16010103;16;06.06.01.09.;06;2.2.1.1.1.5.;1000034;188710061;1258.33;7292.93;7292.93;7292.93
"2016 1/12 SAU";188710061;Administracija;01;16010103;16;06.06.01.09.;06;2.2.1.1.1.6.;1000034;188710061;2216.67;23902.38;23902.38;23902.38
"2016 1/12 SAU";188710061;Administracija;01;16010103;16;06.06.01.09.;06;2.2.1.1.1.8.;1000034;188710061;17.08;;;
"2016 1/12 SAU";188710061;Administracija;01;16010103;16;06.06.01.09.;06;2.7.3.1.1.1.;1000034;188710061;125;;;
"2016 1/12 SAU";188710061;Administracija;2M11;16020112;16;01.06.01.02.;01;2.1.1.1.1.1.;1000035;188710061;40828.92;446900;446900;374050.52
"2016 1/12 SAU";188710061;Administracija;2M11;16020112;16;01.06.01.02.;01;2.1.2.1.1.1.;1000035;188710061;12648.83;111296.8;111296.8;111296.8
"2016 1/12 SAU";188710061;Administracija;2M11;16020112;16;01.06.01.02.;01;2.2.1.1.1.10.;1000035;188710061;1128.33;2546.42;2546.42;2546.42
"2016 1/12 SAU";188710061;Administracija;2M11;16020112;16;01.06.01.02.;01;2.2.1.1.1.11.;1000035;188710061;145;408.9;408.9;408.9
"2016 1/12 SAU";188710061;Administracija;2M11;16020112;16;01.06.01.02.;01;2.2.1.1.1.16.;1000035;188710061;362.92;1547.1;1547.1;1547.1
"2016 1/12 SAU";188710061;Administracija;2M11;16020112;16;01.06.01.02.;01;2.2.1.1.1.30.K.;1000035;188710061;590;7249.77;7249.77;7249.77
"2016 1/12 SAU";188710061;Administracija;2M11;16020112;16;01.06.01.02.;01;2.2.1.1.1.5.;1000035;188710061;324.83;1094.79;1094.79;1094.79
"2016 1/12 SAU";188710061;Administracija;2M11;16020112;16;01.06.01.02.;01;2.2.1.1.1.6.;1000035;188710061;408.67;2353.78;2353.78;2353.78
"2016 1/12 SAU";188710061;Administracija;2M11;16020112;16;01.06.01.02.;01;2.2.1.1.1.8.;1000035;188710061;15.92;;;
"2016 1/12 SAU";188710061;Administracija;2M11;16020112;16;01.06.01.02.;01;2.7.3.1.1.1.;1000035;188710061;25;;;
"2016 1/12 SAU";188710061;Administracija;01;16010107;16;01.06.01.09.;01;2.1.1.1.1.1.;1000036;188710061;5814.92;35500;35500;28170.55
"2016 1/12 SAU";188710061;Administracija;01;16010107;16;01.06.01.09.;01;2.1.2.1.1.1.;1000036;188710061;2219;8694.97;8694.97;8694.97
"2016 1/12 SAU";188710061;Administracija;01;16010107;16;01.06.01.09.;01;2.2.1.1.1.10.;1000036;188710061;120.67;140.91;140.91;140.91
"2016 1/12 SAU";188710061;Administracija;01;16010107;16;01.06.01.09.;01;2.2.1.1.1.11.;1000036;188710061;8.33;19.4;19.4;19.4
